No.,Query,Kategori Query,Rank,Article ID,Kategori Artikel,Judul Artikel,Abstrak,Similarity Score,Threshold Awal,Evaluator 1,Evaluator 2,Evaluator 3,Label Final,Status Final,Catatan Evaluator
162.0,keamanan jaringan,Cyber Security,17.0,67.0,cyber security,Optimalisasi penanggulangan kebocoran data melalui regulatory blockchain guna mewujudkan keamanan siber di Indonesia,"… , salah satunya dalam sistem keamanan siber yang mengatur … membantu mewujudkan
penegakan keamanan siber di Indonesia… , bahwa sistem keamanan siber di Indonesia masih …",0.14258150278534598,0.0,1.0,1.0,1.0,1,Relevan,
163.0,keamanan jaringan,Cyber Security,18.0,66.0,cyber security,Analisis Keamanan Siber Dan Hukum Dari Perspektif Gender Dan Filsafat Politik Alison M. Jaggar,"… keamanan siber dan hukum kebebasan, saya mengajukan pertanyaan, apakah para perumus
keamanan siber dan … Artikel ini mencoba menganalisis keamanan siber dan perjuangan …",0.13762206015613165,0.0,1.0,1.0,1.0,1,Relevan,
164.0,keamanan jaringan,Cyber Security,19.0,60.0,cyber security,Sistem Keamanan Siber dan Kedaulatan Data di Indonesia dalam Perspektif Ekonomi Politik (Studi Kasus Perlindungan Data Pribadi)[Cyber Security System and …,"… perlindungan data siber dan keamanan siber. Jaminan … digunakan dalam pembangunan
keamanan siber. Akan tetapi, … dalam pembangunan keamanan siber dan kedaulatan data …",0.13656866039413185,0.0,1.0,1.0,1.0,1,Relevan,
165.0,keamanan jaringan,Cyber Security,20.0,71.0,cyber security,Mengukur Keamanan Siber Indonesia Melalui Indikator Pilar Kerjasama Dalam Global Cybersecurity Index (GCI),"… siber dan keamanan siber yang menghubungkan domain satu dengan lainnya membuat
ruang siber dan keamanan siber … eksistensi ruang siber dan keamanan siber tidak dapat …",0.13401167680876863,0.0,1.0,0.0,1.0,1,Relevan,
166.0,mobile application,Mobile Application,1.0,134.0,mobile application,Deep learning methods for accurate skin cancer recognition and mobile application,"… to be used in a mobile application. To be able to build an effective mobile application, it is …
for our mobile application to be able to classify skin lesions using a common smartphone. …",0.3711837108267506,1.0,1.0,1.0,1.0,1,Relevan,
167.0,mobile application,Mobile Application,2.0,141.0,mobile application,Towards a new learning experience through a mobile application with augmented reality in engineering education,"… The application of augmented reality (AR) in education … effect of an augmented reality mobile
application (NetAR) that … established to work with the application for three weeks for three …",0.25678498634093094,0.0,1.0,1.0,1.0,1,Relevan,
168.0,mobile application,Mobile Application,3.0,197.0,web application,Open Lab: A web application for running and sharing online experiments,"… as a web application on a desktop computer (the “Install app” link is displayed in the top
navigation bar). Progressive web application technology makes the application accessible via …",0.22795408067241837,0.0,0.0,1.0,0.0,0,Tidak relevan,
169.0,mobile application,Mobile Application,4.0,132.0,mobile application,The role of mobile application acceptance in shaping e-customer service,"… This study focused on examining the role of mobile application (app) … the role of mobile app
acceptance in shaping e-customer service. The multiple features associated with mobile app …",0.2193078562761856,0.0,1.0,1.0,1.0,1,Relevan,
170.0,mobile application,Mobile Application,5.0,139.0,mobile application,Augmented reality technology adoption: Case of a mobile application in Turkey,"… ) technology has become widespread in mobile devices. As with user … of applications in
mobile augmented reality (MAR) applications. In this study, the factors affecting the use of mobile …",0.21404018664819782,0.0,1.0,1.0,1.0,1,Relevan,
171.0,mobile application,Mobile Application,6.0,124.0,mobile application,Perancangan Ulang UI & UX Menggunakan Metode Design Thinking Pada Aplikasi Siakadu Mahasiswa Berbasis Mobile,"… yaitu mobile apps / aplikasi mobile. Aplikasi mobile juga biasa disebut dengan mobile
apps, yaitu istilah yang digunakan untuk medeskripsikan aplikasi internet yang berjalan …",0.21170650609546826,0.0,1.0,0.0,1.0,1,Relevan,
172.0,mobile application,Mobile Application,7.0,181.0,web application,DeepCrop: Deep learning-based crop disease prediction with web application,"… a smart web application for real-life crop disease prediction. The proposed web application
aims to … The proposed application uses the ResNet50 transfer learning model at its heart to …",0.2100660662293998,0.0,0.0,0.0,0.0,0,Tidak relevan,
173.0,mobile application,Mobile Application,8.0,122.0,mobile application,Analisis kualitas layanan pada aplikasi Mobile JKN dengan tingkat kepuasan pengguna Mobile JKN BPJS Kesehatan di Kabupaten Demak,"… aplikasi mobile JKN dengan kepuasan pengguna mobile … hubungan kualitas layanan aplikasi
mobile JKN dan kepuasan … pada aplikasi mobile JKN dengan kepuasan pengguna mobile …",0.19353206433008668,0.0,1.0,1.0,1.0,1,Relevan,
174.0,mobile application,Mobile Application,9.0,111.0,mobile application,Analisis Technology Acceptance Model (TAM) Terhadap Pengguna Aplikasi Mobile Banking,"… The research was conducted on mobile banking application users in Tegal City using a
purposive … to improve mobile banking services in order to increase the number of mobile banking …",0.18630786057502519,0.0,1.0,1.0,1.0,1,Relevan,
175.0,mobile application,Mobile Application,10.0,104.0,mobile application,Peluang Penelitian UI/UX pada Pengembangan Aplikasi Mobile: Systematic literature review,"… oleh developer mobile apps [1]. Banyaknya aplikasi mobile yang ada di era digital ini
membuat para pengembang aplikasi mobile giat untuk membuat aplikasi yang menarik dan …",0.18401396704584244,0.0,1.0,0.0,1.0,1,Relevan,
176.0,mobile application,Mobile Application,11.0,200.0,web application,A hybrid fuzzy rule-based multi-criteria framework for sustainable-security assessment of web application,"… an institutional web application to corroborate the efficiency of this approach. Despite the
web application's sensitivity, this study has used various versions of three web applications of …",0.17725847687309004,0.0,0.0,1.0,0.0,0,Tidak relevan,
177.0,mobile application,Mobile Application,12.0,119.0,mobile application,Analisis persepsi konsumen terhadap penggunaan aplikasi Mobile JKN,"… Pembuatan Aplikasi Mobile JKN ini tujuannya adalah untuk … aplikasi Mobile JKN, tetapi
dalam perjalanan nya masih sangat minim sekali masyarakat yang mengakses aplikasi Mobile …",0.16795877505563075,0.0,1.0,1.0,1.0,1,Relevan,
178.0,mobile application,Mobile Application,13.0,195.0,web application,ML-CKDP: Machine learning-based chronic kidney disease prediction with smart web application,"… for CKD classification and to develop a web-based application for CKD prediction. The proposed
… Additionally, we present a real-time web-based application to operationalize the model, …",0.16623650119611066,0.0,0.0,1.0,0.0,0,Tidak relevan,
179.0,mobile application,Mobile Application,14.0,129.0,mobile application,A study of mobile app use for teaching and research in higher education,"… discusses mobile app use as opposed to mobile … mobile app use in academia, we identify
library studies that have been conducted on the selection, use or development of mobile apps (…",0.16579555254096767,0.0,1.0,1.0,1.0,1,Relevan,
180.0,mobile application,Mobile Application,15.0,199.0,web application,From prompt injections to sql injection attacks: How protected is your llm-integrated web application?,"… If an application remains vulnerable to these threats, the … -integrated applications, and what
is their impact on application security? To study this question, we focus on web applications …",0.16421767909496598,0.0,0.0,1.0,0.0,0,Tidak relevan,
181.0,mobile application,Mobile Application,16.0,143.0,mobile application,What works best to engage participants in mobile app interventions and e-health: a scoping review,"… articles that featured the terms engagement, mobile app/mobile health, and adult. After
applying … the shift toward mobile interventions and the benefits of using mobile apps, this review …",0.15766915996848543,0.0,1.0,1.0,1.0,1,Relevan,
182.0,mobile application,Mobile Application,17.0,127.0,mobile application,A survey of performance optimization for mobile applications,"… Finally, we explain how the function and performance of mobile applications can affect
users. 2.1 Mobile Devices Mobile devices are embedded systems that consist of hardware and …",0.15503717983284696,0.0,1.0,1.0,1.0,1,Relevan,
183.0,mobile application,Mobile Application,18.0,101.0,mobile application,Tren pengembangan aplikasi mobile: Sebuah tinjauan literatur,"… Pengembangan teknologi terhadap tren aplikasi mobile … tentang tren pengembangan
aplikasi mobile ini. Tujuan dari … digunakan dalam pengembangan aplikasi mobile di Indonesia …",0.1491746947425359,0.0,1.0,1.0,1.0,1,Relevan,
184.0,mobile application,Mobile Application,19.0,133.0,mobile application,Determinants of mobile apps adoption among young adults: theoretical extension and analysis,"… Mobile applications (apps) are now the most essential part of daily life. In this context, this …
to use mobile apps. b) analyze the factors determining the usage of mobile applications in an …",0.14175445810753298,0.0,1.0,1.0,1.0,1,Relevan,
185.0,mobile application,Mobile Application,20.0,112.0,mobile application,Perancangan UI/UX Aplikasi Mobile Produk Fashion Pria pada Toko Celcius di Kota Manado Menggunakan Design Thinking,"… Mobile Aplikasi atau kata lainnya disebut aplikasi mobile merupakan aplikasi perangkat
lunak yang di aplikasinya ada di perangkat mobile seperti smartphone, tablet dan lain …",0.140705801462622,0.0,1.0,0.0,1.0,1,Relevan,
186.0,aplikasi mobile,Mobile Application,1.0,124.0,mobile application,Perancangan Ulang UI & UX Menggunakan Metode Design Thinking Pada Aplikasi Siakadu Mahasiswa Berbasis Mobile,"… yaitu mobile apps / aplikasi mobile. Aplikasi mobile juga biasa disebut dengan mobile
apps, yaitu istilah yang digunakan untuk medeskripsikan aplikasi internet yang berjalan …",0.43522209178488686,1.0,1.0,1.0,1.0,1,Relevan,
187.0,aplikasi mobile,Mobile Application,2.0,104.0,mobile application,Peluang Penelitian UI/UX pada Pengembangan Aplikasi Mobile: Systematic literature review,"… oleh developer mobile apps [1]. Banyaknya aplikasi mobile yang ada di era digital ini
membuat para pengembang aplikasi mobile giat untuk membuat aplikasi yang menarik dan …",0.4203247911060203,1.0,1.0,1.0,1.0,1,Relevan,
188.0,aplikasi mobile,Mobile Application,3.0,107.0,mobile application,Aplikasi Mobile JKN Edukasi Tentang Penggunaan Aplikasi Mobile JKN Pada Pasien Rawat Jalan RSUD Anugerah Tomohon,"… kurangnya pengetahuan masyarakat mengenai penggunaan aplikasi Mobile JKN. Selain
itu… , aplikasi Mobile JKN merupakan aplikasi yang dapat digunakan pada smartphone. Aplikasi …",0.38452867155276366,1.0,1.0,1.0,1.0,1,Relevan,
189.0,aplikasi mobile,Mobile Application,4.0,119.0,mobile application,Analisis persepsi konsumen terhadap penggunaan aplikasi Mobile JKN,"… Pembuatan Aplikasi Mobile JKN ini tujuannya adalah untuk … aplikasi Mobile JKN, tetapi
dalam perjalanan nya masih sangat minim sekali masyarakat yang mengakses aplikasi Mobile …",0.38365151392064456,1.0,1.0,1.0,1.0,1,Relevan,
190.0,aplikasi mobile,Mobile Application,5.0,112.0,mobile application,Perancangan UI/UX Aplikasi Mobile Produk Fashion Pria pada Toko Celcius di Kota Manado Menggunakan Design Thinking,"… Mobile Aplikasi atau kata lainnya disebut aplikasi mobile merupakan aplikasi perangkat
lunak yang di aplikasinya ada di perangkat mobile seperti smartphone, tablet dan lain …",0.3615752910022529,1.0,1.0,1.0,1.0,1,Relevan,
191.0,aplikasi mobile,Mobile Application,6.0,103.0,mobile application,Penerapan metode design thinking dalam perancangan UI/UX aplikasi mobile SIPROPMAWA,"… (UI) sistem aplikasi berbasis mobile sangat penting karena hampir semua aplikasi mobile
memiliki … ketika menggunakan aplikasi tersebut. Pengembangan system akan berfokus pada …",0.35131918773422266,1.0,1.0,1.0,1.0,1,Relevan,
192.0,aplikasi mobile,Mobile Application,7.0,123.0,mobile application,Analisis Penggunaan Aplikasi Mobile JKN dengan Metode EUCS,"… Dengan tingginya penggunaan terhadap aplikasi, maka … mengukur kualitas layanan Aplikasi
Mobile JKN menggunakan … bahwa kualitas layanan aplikasi Mobile JKN berada pada level …",0.34754884923339313,1.0,1.0,1.0,1.0,1,Relevan,
193.0,aplikasi mobile,Mobile Application,8.0,122.0,mobile application,Analisis kualitas layanan pada aplikasi Mobile JKN dengan tingkat kepuasan pengguna Mobile JKN BPJS Kesehatan di Kabupaten Demak,"… aplikasi mobile JKN dengan kepuasan pengguna mobile … hubungan kualitas layanan aplikasi
mobile JKN dan kepuasan … pada aplikasi mobile JKN dengan kepuasan pengguna mobile …",0.34733759771287476,1.0,1.0,1.0,1.0,1,Relevan,
194.0,aplikasi mobile,Mobile Application,9.0,121.0,mobile application,Penggunaan metode heuristic evaluation sebagai analisis evaluasi user interface dan user experience pada aplikasi bca mobile,"… mendapatkan peringkat tertinggi dalam kategori aplikasi mobile banking pada … aplikasi
mobile banking lainnya aplikasi BCA Mobile mendapat banyak kritik dari pengguna aplikasi …",0.3413179633155926,1.0,1.0,1.0,1.0,1,Relevan,
195.0,aplikasi mobile,Mobile Application,10.0,101.0,mobile application,Tren pengembangan aplikasi mobile: Sebuah tinjauan literatur,"… Pengembangan teknologi terhadap tren aplikasi mobile … tentang tren pengembangan
aplikasi mobile ini. Tujuan dari … digunakan dalam pengembangan aplikasi mobile di Indonesia …",0.3407449087293475,1.0,1.0,1.0,1.0,1,Relevan,
196.0,aplikasi mobile,Mobile Application,11.0,125.0,mobile application,Analisis Sentimen Ulasan Aplikasi Jamsostek Mobile Menggunakan Metode Support Vector Machine,"… aplikasi mobile yang dapat memberi kemudahan bagi masyarakat Indonesia, salah satunya
yaitu JMO. Penelitian ini bertujuan untuk menganalisis kualitas aplikasi … ulasan aplikasi …",0.30733128067706994,1.0,1.0,1.0,1.0,1,Relevan,
197.0,aplikasi mobile,Mobile Application,12.0,109.0,mobile application,Tingkat kepuasan masyarakat terhadap pendaftaran online pada aplikasi Mobile JKN,"… mudah menggunakan aplikasi, dan puas karena fitur yang ada pada aplikasi lengkap, hal
… ini di analogikan aplikasi dan kelengkapan fitur aplikasi mobile JKN memiliki pengaruh …",0.3005941766105076,1.0,1.0,1.0,0.0,1,Relevan,
198.0,aplikasi mobile,Mobile Application,13.0,110.0,mobile application,Perancangan user experience aplikasi mobile Majuli menggunakan metode design thinking,"… aplikasi dan memberikan pengalaman yang meningkatkan keuntungan pada bisnis melalui
aplikasi[6]. Pada penelitian ini dilakukan perancangan user experience aplikasi mobile …",0.2986124558830965,0.0,1.0,1.0,1.0,1,Relevan,
199.0,aplikasi mobile,Mobile Application,14.0,113.0,mobile application,Pengembangan Aplikasi Kasir Mobile Yang Efisien,"… Untuk membuat aplikasi mobile diperlukan penggunaan flutter. Flutter adalah SDK yang
dikembangkan oleh Google untuk membangun aplikasi mobile yang memiliki kinerja tinggi dan …",0.2972840446380232,0.0,1.0,1.0,1.0,1,Relevan,
200.0,aplikasi mobile,Mobile Application,15.0,115.0,mobile application,Aplikasi Mobile JKN untuk Memudahkan Akses Pelayanan BPJS,"… penggunaan aplikasi di smart phone melalui aplikasi mobile JKN, penyedia layanan aplikasi
JKN telah … Fitur-fitur aplikasi mobile tersebut terdiri atas; (1). Fitur Peserta adalah fitur yang …",0.28933586376162446,0.0,1.0,1.0,1.0,1,Relevan,
201.0,aplikasi mobile,Mobile Application,16.0,108.0,mobile application,Efektivitas penggunaan aplikasi mobile jkn dalam mengurangi antrian,"… mobile JKN sudah efektif atau belum. Tujuan penelitian ini untuk mengetahui penggunaan
aplikasi mobile JKN dan bagaimana efektivitas penggunaan aplikasi tersebut di Kantor …",0.27962803916621626,0.0,1.0,1.0,1.0,1,Relevan,
202.0,aplikasi mobile,Mobile Application,17.0,117.0,mobile application,Analisis Sentimen Berbasis Aspek pada Aplikasi Mobile Menggunakan Naïve Bayes berdasarkan Ulasan Pengguna Playstore (Studi Kasus: Jconnect Mobile),"… aplikasi JConnect Mobile. Ulasan dari pengguna dapat dimanfaatkan sebagai sumber untuk
melakukan peningkatan aplikasi… pengguna terhadap aplikasi JConnect Mobile di playstore. …",0.27836836553082833,0.0,1.0,1.0,1.0,1,Relevan,
203.0,aplikasi mobile,Mobile Application,18.0,118.0,mobile application,Persepsi manfaat kemudahan terhadap niat dalam penggunaan aplikasi mobile banking,"… terhadap adopsi aplikasi mobile banking berdasarkan kajian … memengaruhi niat penggunaan
aplikasi mobile banking. … niat perilaku pengguna terhadap aplikasi mobile banking. …",0.26997060001239304,0.0,1.0,1.0,1.0,1,Relevan,
204.0,aplikasi mobile,Mobile Application,19.0,120.0,mobile application,Analisis kualitas pelayanan aplikasi mobile JKN BPJS kesehatan menggunakan metode service quality (servqual),"… Populasi penelitian ini adalah peserta BPJS Kesehatan yang menggunakan aplikasi mobile
JKN. Adapun jumlah pengguna aplikasi mobile JKN di seluruh Indonesia saat ini sebanyak …",0.2501418547562247,0.0,1.0,1.0,1.0,1,Relevan,
205.0,aplikasi mobile,Mobile Application,20.0,116.0,mobile application,Aplikasi pembelajaran ilmu tajwid berbasis mobile,"… Tujuan dari penelitian ini adalah membuat aplikasi … Aplikasi pembelajaran ilmu tajwid
dirancang berdasarkan … Pengujian menggunakan metode black box testing menunjukan aplikasi …",0.2184433126231431,0.0,1.0,1.0,1.0,1,Relevan,
206.0,aplikasi android,Mobile Application,1.0,158.0,web application,Pengembangan Aplikasi Berbasis Web dan Android Sebagai Penunjang Kerja di Indonesia: Systematic Literature Review,"… aplikasi digunakan di Indonesia untuk mendukung kegiatan baik pemerintah maupun swasta.
Makalah jurnal yang mencakup pembuatan aplikasi berbasis web … aplikasi berbasis web …",0.31753976568404857,1.0,1.0,1.0,1.0,1,Relevan,
207.0,aplikasi android,Mobile Application,2.0,107.0,mobile application,Aplikasi Mobile JKN Edukasi Tentang Penggunaan Aplikasi Mobile JKN Pada Pasien Rawat Jalan RSUD Anugerah Tomohon,"… kurangnya pengetahuan masyarakat mengenai penggunaan aplikasi Mobile JKN. Selain
itu… , aplikasi Mobile JKN merupakan aplikasi yang dapat digunakan pada smartphone. Aplikasi …",0.07827720451682314,0.0,1.0,0.0,1.0,1,Relevan,
208.0,aplikasi android,Mobile Application,3.0,109.0,mobile application,Tingkat kepuasan masyarakat terhadap pendaftaran online pada aplikasi Mobile JKN,"… mudah menggunakan aplikasi, dan puas karena fitur yang ada pada aplikasi lengkap, hal
… ini di analogikan aplikasi dan kelengkapan fitur aplikasi mobile JKN memiliki pengaruh …",0.07284636014542566,0.0,1.0,1.0,1.0,1,Relevan,
209.0,aplikasi android,Mobile Application,4.0,157.0,web application,Rancang bangun aplikasi penjualan online berbasis web menggunakan metode scrum,"… aplikasi ini juga tidak banyak. Tujuan dari penelitian ini adalah untuk merancang dan
membangun aplikasi penjualan online berbasis web … Hasil penelitian ini adalah sebuah aplikasi …",0.07208866869883744,0.0,0.0,1.0,0.0,0,Tidak relevan,
210.0,aplikasi android,Mobile Application,5.0,104.0,mobile application,Peluang Penelitian UI/UX pada Pengembangan Aplikasi Mobile: Systematic literature review,"… oleh developer mobile apps [1]. Banyaknya aplikasi mobile yang ada di era digital ini
membuat para pengembang aplikasi mobile giat untuk membuat aplikasi yang menarik dan …",0.07130341651775945,0.0,1.0,0.0,1.0,1,Relevan,
211.0,aplikasi android,Mobile Application,6.0,125.0,mobile application,Analisis Sentimen Ulasan Aplikasi Jamsostek Mobile Menggunakan Metode Support Vector Machine,"… aplikasi mobile yang dapat memberi kemudahan bagi masyarakat Indonesia, salah satunya
yaitu JMO. Penelitian ini bertujuan untuk menganalisis kualitas aplikasi … ulasan aplikasi …",0.06951376896705944,0.0,1.0,1.0,1.0,1,Relevan,
212.0,aplikasi android,Mobile Application,7.0,112.0,mobile application,Perancangan UI/UX Aplikasi Mobile Produk Fashion Pria pada Toko Celcius di Kota Manado Menggunakan Design Thinking,"… Mobile Aplikasi atau kata lainnya disebut aplikasi mobile merupakan aplikasi perangkat
lunak yang di aplikasinya ada di perangkat mobile seperti smartphone, tablet dan lain …",0.06815246506298542,0.0,1.0,1.0,1.0,1,Relevan,
213.0,aplikasi android,Mobile Application,8.0,103.0,mobile application,Penerapan metode design thinking dalam perancangan UI/UX aplikasi mobile SIPROPMAWA,"… (UI) sistem aplikasi berbasis mobile sangat penting karena hampir semua aplikasi mobile
memiliki … ketika menggunakan aplikasi tersebut. Pengembangan system akan berfokus pada …",0.06811129706972768,0.0,1.0,0.0,1.0,1,Relevan,
214.0,aplikasi android,Mobile Application,9.0,110.0,mobile application,Perancangan user experience aplikasi mobile Majuli menggunakan metode design thinking,"… aplikasi dan memberikan pengalaman yang meningkatkan keuntungan pada bisnis melalui
aplikasi[6]. Pada penelitian ini dilakukan perancangan user experience aplikasi mobile …",0.06754170035413687,0.0,1.0,1.0,1.0,1,Relevan,
215.0,aplikasi android,Mobile Application,10.0,123.0,mobile application,Analisis Penggunaan Aplikasi Mobile JKN dengan Metode EUCS,"… Dengan tingginya penggunaan terhadap aplikasi, maka … mengukur kualitas layanan Aplikasi
Mobile JKN menggunakan … bahwa kualitas layanan aplikasi Mobile JKN berada pada level …",0.06738033031741437,0.0,1.0,1.0,1.0,1,Relevan,
216.0,aplikasi android,Mobile Application,11.0,124.0,mobile application,Perancangan Ulang UI & UX Menggunakan Metode Design Thinking Pada Aplikasi Siakadu Mahasiswa Berbasis Mobile,"… yaitu mobile apps / aplikasi mobile. Aplikasi mobile juga biasa disebut dengan mobile
apps, yaitu istilah yang digunakan untuk medeskripsikan aplikasi internet yang berjalan …",0.06562718004936709,0.0,1.0,1.0,1.0,1,Relevan,
217.0,aplikasi android,Mobile Application,12.0,119.0,mobile application,Analisis persepsi konsumen terhadap penggunaan aplikasi Mobile JKN,"… Pembuatan Aplikasi Mobile JKN ini tujuannya adalah untuk … aplikasi Mobile JKN, tetapi
dalam perjalanan nya masih sangat minim sekali masyarakat yang mengakses aplikasi Mobile …",0.06508220374717959,0.0,1.0,1.0,1.0,1,Relevan,
218.0,aplikasi android,Mobile Application,13.0,121.0,mobile application,Penggunaan metode heuristic evaluation sebagai analisis evaluasi user interface dan user experience pada aplikasi bca mobile,"… mendapatkan peringkat tertinggi dalam kategori aplikasi mobile banking pada … aplikasi
mobile banking lainnya aplikasi BCA Mobile mendapat banyak kritik dari pengguna aplikasi …",0.06433420963516648,0.0,1.0,1.0,1.0,1,Relevan,
219.0,aplikasi android,Mobile Application,14.0,167.0,web application,Implementasi Aplikasi Kasir Berbasis Web pada Toko Ghafya Fruits Shop,"… Web adalah suatu layanan atau kumpulan halaman yang berisi informasi, iklan, serta program
aplikasi yang … adalah sebuah aplikasi pendukung untuk membuka software aplikasi web …",0.06372916040806469,0.0,0.0,1.0,0.0,0,Tidak relevan,
220.0,aplikasi android,Mobile Application,15.0,155.0,web application,Analisis Keretanan Website Dengan Aplikasi Owasp Zap,"… dirancang khusus untuk menguji aplikasi web dan fleksibel serta dapat … dan aplikasi web
sehingga dapat mencegat dan memeriksa pesan yang dikirim antara browser dan aplikasi web…",0.06360918835527636,0.0,0.0,0.0,0.0,0,Tidak relevan,
221.0,aplikasi android,Mobile Application,16.0,115.0,mobile application,Aplikasi Mobile JKN untuk Memudahkan Akses Pelayanan BPJS,"… penggunaan aplikasi di smart phone melalui aplikasi mobile JKN, penyedia layanan aplikasi
JKN telah … Fitur-fitur aplikasi mobile tersebut terdiri atas; (1). Fitur Peserta adalah fitur yang …",0.06135325599352128,0.0,1.0,1.0,1.0,1,Relevan,
222.0,aplikasi android,Mobile Application,17.0,164.0,web application,Penerapan Metode Waterfall Pada Aplikasi Reservasi Lapangan Futsal Berbasis Web,"… Hasil dari penelitian ini berupa sebuah aplikasi berbasis web yang … Aplikasi yang telah
dibuat dapat berjalan dengan baik. Kata Kunci: Aplikasi; Black Box; Penjadwalan; Waterfall; Web …",0.0605129786516011,0.0,0.0,1.0,0.0,0,Tidak relevan,
223.0,aplikasi android,Mobile Application,18.0,116.0,mobile application,Aplikasi pembelajaran ilmu tajwid berbasis mobile,"… Tujuan dari penelitian ini adalah membuat aplikasi … Aplikasi pembelajaran ilmu tajwid
dirancang berdasarkan … Pengujian menggunakan metode black box testing menunjukan aplikasi …",0.05929035768554847,0.0,1.0,1.0,1.0,1,Relevan,
224.0,aplikasi android,Mobile Application,19.0,101.0,mobile application,Tren pengembangan aplikasi mobile: Sebuah tinjauan literatur,"… Pengembangan teknologi terhadap tren aplikasi mobile … tentang tren pengembangan
aplikasi mobile ini. Tujuan dari … digunakan dalam pengembangan aplikasi mobile di Indonesia …",0.05780357634747802,0.0,1.0,1.0,1.0,1,Relevan,
225.0,aplikasi android,Mobile Application,20.0,172.0,web application,Perancangan sistem aplikasi penjualan dan layanan jasa laundry sepatu berbasis website,"… sesuai dengan tujuan pembuatan aplikasi tersebut, aplikasi mempunyai arti yaitu pemecahan
… dalam pembangunan aplikasi pelayanan jasa Laundry pada ShoesLab berbasis web. …",0.05432016538480423,0.0,0.0,1.0,0.0,0,Tidak relevan,
