No.,Query,Kategori Query,Rank,Article ID,Kategori Artikel,Judul Artikel,Abstrak,Similarity Score,Threshold Awal,Evaluator 1,Evaluator 2,Evaluator 3,Label Final,Status Final,Catatan Evaluator,Article ID (Old),ID Match
171,mobile application,Mobile Application,6,149,mobile application,Perancangan Ulang UI & UX Menggunakan Metode Design Thinking Pada Aplikasi Siakadu Mahasiswa Berbasis Mobile,"… yaitu mobile apps / aplikasi mobile. Aplikasi mobile juga biasa disebut dengan mobile
apps, yaitu istilah yang digunakan untuk medeskripsikan aplikasi internet yang berjalan …","0,211707",0,1,1,1.0,1,Relevan,,124,Matched
172,mobile application,Mobile Application,7,56,web application,DeepCrop: Deep learning-based crop disease prediction with web application,"… a smart web application for real-life crop disease prediction. The proposed web application
aims to … The proposed application uses the ResNet50 transfer learning model at its heart to …","0,210066",0,0,1,,0,Tidak Relevan,,181,Matched
173,mobile application,Mobile Application,8,146,mobile application,Analisis kualitas layanan pada aplikasi Mobile JKN dengan tingkat kepuasan pengguna Mobile JKN BPJS Kesehatan di Kabupaten Demak,"… aplikasi mobile JKN dengan kepuasan pengguna mobile … hubungan kualitas layanan aplikasi
mobile JKN dan kepuasan … pada aplikasi mobile JKN dengan kepuasan pengguna mobile …","0,193532",0,1,1,1.0,1,Relevan,,122,Matched
174,mobile application,Mobile Application,9,136,mobile application,Analisis Technology Acceptance Model (TAM) Terhadap Pengguna Aplikasi Mobile Banking,"… The research was conducted on mobile banking application users in Tegal City using a
purposive … to improve mobile banking services in order to increase the number of mobile banking …","0,186308",0,1,1,1.0,1,Relevan,,111,Matched
175,mobile application,Mobile Application,10,130,mobile application,Peluang Penelitian UI/UX pada Pengembangan Aplikasi Mobile: Systematic literature review,"… oleh developer mobile apps [1]. Banyaknya aplikasi mobile yang ada di era digital ini
membuat para pengembang aplikasi mobile giat untuk membuat aplikasi yang menarik dan …","0,184014",0,1,1,1.0,1,Relevan,,104,Matched
176,mobile application,Mobile Application,11,200,web application,A hybrid fuzzy rule-based multi-criteria framework for sustainable-security assessment of web application,"… an institutional web application to corroborate the efficiency of this approach. Despite the
web application's sensitivity, this study has used various versions of three web applications of …","0,177258",0,0,1,1.0,1,Relevan,,200,Unmatched
177,mobile application,Mobile Application,12,143,mobile application,Analisis persepsi konsumen terhadap penggunaan aplikasi Mobile JKN,"… Pembuatan Aplikasi Mobile JKN ini tujuannya adalah untuk … aplikasi Mobile JKN, tetapi
dalam perjalanan nya masih sangat minim sekali masyarakat yang mengakses aplikasi Mobile …","0,167959",0,1,1,1.0,1,Relevan,,119,Matched
178,mobile application,Mobile Application,13,71,web application,ML-CKDP: Machine learning-based chronic kidney disease prediction with smart web application,"… for CKD classification and to develop a web-based application for CKD prediction. The proposed
… Additionally, we present a real-time web-based application to operationalize the model, …","0,166237",0,0,1,1.0,1,Relevan,,195,Matched
179,mobile application,Mobile Application,14,104,mobile application,A study of mobile app use for teaching and research in higher education,"… discusses mobile app use as opposed to mobile … mobile app use in academia, we identify
library studies that have been conducted on the selection, use or development of mobile apps (…","0,165796",0,0,0,1.0,0,Tidak Relevan,,129,Matched
180,mobile application,Mobile Application,15,199,web application,From prompt injections to sql injection attacks: How protected is your llm-integrated web application?,"… If an application remains vulnerable to these threats, the … -integrated applications, and what
is their impact on application security? To study this question, we focus on web applications …","0,164218",0,0,0,1.0,0,Tidak Relevan,,199,Unmatched
181,mobile application,Mobile Application,16,119,mobile application,What works best to engage participants in mobile app interventions and e-health: a scoping review,"… articles that featured the terms engagement, mobile app/mobile health, and adult. After
applying … the shift toward mobile interventions and the benefits of using mobile apps, this review …","0,157669",0,1,0,1.0,1,Relevan,,143,Matched
182,mobile application,Mobile Application,17,102,mobile application,A survey of performance optimization for mobile applications,"… Finally, we explain how the function and performance of mobile applications can affect
users. 2.1 Mobile Devices Mobile devices are embedded systems that consist of hardware and …","0,155037",0,1,0,1.0,1,Relevan,,127,Matched
183,mobile application,Mobile Application,18,127,mobile application,Tren pengembangan aplikasi mobile: Sebuah tinjauan literatur,"… Pengembangan teknologi terhadap tren aplikasi mobile … tentang tren pengembangan
aplikasi mobile ini. Tujuan dari … digunakan dalam pengembangan aplikasi mobile di Indonesia …","0,149175",0,1,1,1.0,1,Relevan,,101,Matched
184,mobile application,Mobile Application,19,108,mobile application,Determinants of mobile apps adoption among young adults: theoretical extension and analysis,"… Mobile applications (apps) are now the most essential part of daily life. In this context, this …
to use mobile apps. b) analyze the factors determining the usage of mobile applications in an …","0,141754",0,1,0,1.0,1,Relevan,,133,Matched
185,mobile application,Mobile Application,20,138,mobile application,Perancangan UI/UX Aplikasi Mobile Produk Fashion Pria pada Toko Celcius di Kota Manado Menggunakan Design Thinking,"… Mobile Aplikasi atau kata lainnya disebut aplikasi mobile merupakan aplikasi perangkat
lunak yang di aplikasinya ada di perangkat mobile seperti smartphone, tablet dan lain …","0,140706",0,1,0,1.0,1,Relevan,,112,Matched
186,aplikasi mobile,Mobile Application,1,149,mobile application,Perancangan Ulang UI & UX Menggunakan Metode Design Thinking Pada Aplikasi Siakadu Mahasiswa Berbasis Mobile,"… yaitu mobile apps / aplikasi mobile. Aplikasi mobile juga biasa disebut dengan mobile
apps, yaitu istilah yang digunakan untuk medeskripsikan aplikasi internet yang berjalan …","0,435222",1,1,1,1.0,1,Relevan,,124,Matched
187,aplikasi mobile,Mobile Application,2,130,mobile application,Peluang Penelitian UI/UX pada Pengembangan Aplikasi Mobile: Systematic literature review,"… oleh developer mobile apps [1]. Banyaknya aplikasi mobile yang ada di era digital ini
membuat para pengembang aplikasi mobile giat untuk membuat aplikasi yang menarik dan …","0,420325",1,1,1,1.0,1,Relevan,,104,Matched
188,aplikasi mobile,Mobile Application,3,133,mobile application,Aplikasi Mobile JKN Edukasi Tentang Penggunaan Aplikasi Mobile JKN Pada Pasien Rawat Jalan RSUD Anugerah Tomohon,"… kurangnya pengetahuan masyarakat mengenai penggunaan aplikasi Mobile JKN. Selain
itu… , aplikasi Mobile JKN merupakan aplikasi yang dapat digunakan pada smartphone. Aplikasi …","0,384529",1,1,1,1.0,1,Relevan,,107,Matched
189,aplikasi mobile,Mobile Application,4,143,mobile application,Analisis persepsi konsumen terhadap penggunaan aplikasi Mobile JKN,"… Pembuatan Aplikasi Mobile JKN ini tujuannya adalah untuk … aplikasi Mobile JKN, tetapi
dalam perjalanan nya masih sangat minim sekali masyarakat yang mengakses aplikasi Mobile …","0,383652",1,1,1,1.0,1,Relevan,,119,Matched
190,aplikasi mobile,Mobile Application,5,138,mobile application,Perancangan UI/UX Aplikasi Mobile Produk Fashion Pria pada Toko Celcius di Kota Manado Menggunakan Design Thinking,"… Mobile Aplikasi atau kata lainnya disebut aplikasi mobile merupakan aplikasi perangkat
lunak yang di aplikasinya ada di perangkat mobile seperti smartphone, tablet dan lain …","0,361575",1,1,1,1.0,1,Relevan,,112,Matched
191,aplikasi mobile,Mobile Application,6,128,mobile application,Penerapan metode design thinking dalam perancangan UI/UX aplikasi mobile SIPROPMAWA,"… (UI) sistem aplikasi berbasis mobile sangat penting karena hampir semua aplikasi mobile
memiliki … ketika menggunakan aplikasi tersebut. Pengembangan system akan berfokus pada …","0,351319",1,1,1,1.0,1,Relevan,,103,Matched
192,aplikasi mobile,Mobile Application,7,147,mobile application,Analisis Penggunaan Aplikasi Mobile JKN dengan Metode EUCS,"… Dengan tingginya penggunaan terhadap aplikasi, maka … mengukur kualitas layanan Aplikasi
Mobile JKN menggunakan … bahwa kualitas layanan aplikasi Mobile JKN berada pada level …","0,347549",1,1,1,1.0,1,Relevan,,123,Matched
193,aplikasi mobile,Mobile Application,8,146,mobile application,Analisis kualitas layanan pada aplikasi Mobile JKN dengan tingkat kepuasan pengguna Mobile JKN BPJS Kesehatan di Kabupaten Demak,"… aplikasi mobile JKN dengan kepuasan pengguna mobile … hubungan kualitas layanan aplikasi
mobile JKN dan kepuasan … pada aplikasi mobile JKN dengan kepuasan pengguna mobile …","0,347338",1,1,1,1.0,1,Relevan,,122,Matched
194,aplikasi mobile,Mobile Application,9,145,mobile application,Penggunaan metode heuristic evaluation sebagai analisis evaluasi user interface dan user experience pada aplikasi bca mobile,"… mendapatkan peringkat tertinggi dalam kategori aplikasi mobile banking pada … aplikasi
mobile banking lainnya aplikasi BCA Mobile mendapat banyak kritik dari pengguna aplikasi …","0,341318",1,1,1,1.0,1,Relevan,,121,Matched
195,aplikasi mobile,Mobile Application,10,127,mobile application,Tren pengembangan aplikasi mobile: Sebuah tinjauan literatur,"… Pengembangan teknologi terhadap tren aplikasi mobile … tentang tren pengembangan
aplikasi mobile ini. Tujuan dari … digunakan dalam pengembangan aplikasi mobile di Indonesia …","0,340745",1,1,1,1.0,1,Relevan,,101,Matched
196,aplikasi mobile,Mobile Application,11,150,mobile application,Analisis Sentimen Ulasan Aplikasi Jamsostek Mobile Menggunakan Metode Support Vector Machine,"… aplikasi mobile yang dapat memberi kemudahan bagi masyarakat Indonesia, salah satunya
yaitu JMO. Penelitian ini bertujuan untuk menganalisis kualitas aplikasi … ulasan aplikasi …","0,307331",1,1,1,1.0,1,Relevan,,125,Matched
197,aplikasi mobile,Mobile Application,12,134,mobile application,Tingkat kepuasan masyarakat terhadap pendaftaran online pada aplikasi Mobile JKN,"… mudah menggunakan aplikasi, dan puas karena fitur yang ada pada aplikasi lengkap, hal
… ini di analogikan aplikasi dan kelengkapan fitur aplikasi mobile JKN memiliki pengaruh …","0,300594",1,1,1,1.0,1,Relevan,,109,Matched
198,aplikasi mobile,Mobile Application,13,135,mobile application,Perancangan user experience aplikasi mobile Majuli menggunakan metode design thinking,"… aplikasi dan memberikan pengalaman yang meningkatkan keuntungan pada bisnis melalui
aplikasi[6]. Pada penelitian ini dilakukan perancangan user experience aplikasi mobile …","0,298612",0,1,0,1.0,1,Relevan,,110,Matched
199,aplikasi mobile,Mobile Application,14,137,mobile application,Pengembangan Aplikasi Kasir Mobile Yang Efisien,"… Untuk membuat aplikasi mobile diperlukan penggunaan flutter. Flutter adalah SDK yang
dikembangkan oleh Google untuk membangun aplikasi mobile yang memiliki kinerja tinggi dan …","0,297284",0,1,1,1.0,1,Relevan,,113,Matched
200,aplikasi mobile,Mobile Application,15,140,mobile application,Aplikasi Mobile JKN untuk Memudahkan Akses Pelayanan BPJS,"… penggunaan aplikasi di smart phone melalui aplikasi mobile JKN, penyedia layanan aplikasi
JKN telah … Fitur-fitur aplikasi mobile tersebut terdiri atas; (1). Fitur Peserta adalah fitur yang …","0,289336",0,1,1,1.0,1,Relevan,,115,Matched
201,aplikasi mobile,Mobile Application,16,108,mobile application,Efektivitas penggunaan aplikasi mobile jkn dalam mengurangi antrian,"… mobile JKN sudah efektif atau belum. Tujuan penelitian ini untuk mengetahui penggunaan
aplikasi mobile JKN dan bagaimana efektivitas penggunaan aplikasi tersebut di Kantor …","0,279628",0,1,1,1.0,1,Relevan,,108,Unmatched
202,aplikasi mobile,Mobile Application,17,141,mobile application,Analisis Sentimen Berbasis Aspek pada Aplikasi Mobile Menggunakan Naïve Bayes berdasarkan Ulasan Pengguna Playstore (Studi Kasus: Jconnect Mobile),"… aplikasi JConnect Mobile. Ulasan dari pengguna dapat dimanfaatkan sebagai sumber untuk
melakukan peningkatan aplikasi… pengguna terhadap aplikasi JConnect Mobile di playstore. …","0,278368",0,1,1,1.0,1,Relevan,,117,Matched
203,aplikasi mobile,Mobile Application,18,142,mobile application,Persepsi manfaat kemudahan terhadap niat dalam penggunaan aplikasi mobile banking,"… terhadap adopsi aplikasi mobile banking berdasarkan kajian … memengaruhi niat penggunaan
aplikasi mobile banking. … niat perilaku pengguna terhadap aplikasi mobile banking. …","0,269971",0,1,1,1.0,1,Relevan,,118,Matched
204,aplikasi mobile,Mobile Application,19,144,mobile application,Analisis kualitas pelayanan aplikasi mobile JKN BPJS kesehatan menggunakan metode service quality (servqual),"… Populasi penelitian ini adalah peserta BPJS Kesehatan yang menggunakan aplikasi mobile
JKN. Adapun jumlah pengguna aplikasi mobile JKN di seluruh Indonesia saat ini sebanyak …","0,250142",0,1,0,1.0,1,Relevan,,120,Matched
205,aplikasi mobile,Mobile Application,20,148,mobile application,Aplikasi pembelajaran ilmu tajwid berbasis mobile,"… Tujuan dari penelitian ini adalah membuat aplikasi … Aplikasi pembelajaran ilmu tajwid
dirancang berdasarkan … Pengujian menggunakan metode black box testing menunjukan aplikasi …","0,218443",0,1,1,1.0,1,Relevan,,116,Matched
206,aplikasi android,Mobile Application,1,83,web application,Pengembangan Aplikasi Berbasis Web dan Android Sebagai Penunjang Kerja di Indonesia: Systematic Literature Review,"… aplikasi digunakan di Indonesia untuk mendukung kegiatan baik pemerintah maupun swasta.
Makalah jurnal yang mencakup pembuatan aplikasi berbasis web … aplikasi berbasis web …","0,31754",1,0,1,1.0,1,Relevan,,158,Matched
207,aplikasi android,Mobile Application,2,133,mobile application,Aplikasi Mobile JKN Edukasi Tentang Penggunaan Aplikasi Mobile JKN Pada Pasien Rawat Jalan RSUD Anugerah Tomohon,"… kurangnya pengetahuan masyarakat mengenai penggunaan aplikasi Mobile JKN. Selain
itu… , aplikasi Mobile JKN merupakan aplikasi yang dapat digunakan pada smartphone. Aplikasi …","0,078277",0,1,0,1.0,1,Relevan,,107,Matched
208,aplikasi android,Mobile Application,3,134,mobile application,Tingkat kepuasan masyarakat terhadap pendaftaran online pada aplikasi Mobile JKN,"… mudah menggunakan aplikasi, dan puas karena fitur yang ada pada aplikasi lengkap, hal
… ini di analogikan aplikasi dan kelengkapan fitur aplikasi mobile JKN memiliki pengaruh …","0,072846",0,1,0,1.0,1,Relevan,,109,Matched
209,aplikasi android,Mobile Application,4,82,web application,Rancang bangun aplikasi penjualan online berbasis web menggunakan metode scrum,"… aplikasi ini juga tidak banyak. Tujuan dari penelitian ini adalah untuk merancang dan
membangun aplikasi penjualan online berbasis web … Hasil penelitian ini adalah sebuah aplikasi …","0,072089",0,0,0,1.0,0,Tidak Relevan,,157,Matched
210,aplikasi android,Mobile Application,5,130,mobile application,Peluang Penelitian UI/UX pada Pengembangan Aplikasi Mobile: Systematic literature review,"… oleh developer mobile apps [1]. Banyaknya aplikasi mobile yang ada di era digital ini
membuat para pengembang aplikasi mobile giat untuk membuat aplikasi yang menarik dan …","0,071303",0,1,0,1.0,1,Relevan,,104,Matched
211,aplikasi android,Mobile Application,6,150,mobile application,Analisis Sentimen Ulasan Aplikasi Jamsostek Mobile Menggunakan Metode Support Vector Machine,"… aplikasi mobile yang dapat memberi kemudahan bagi masyarakat Indonesia, salah satunya
yaitu JMO. Penelitian ini bertujuan untuk menganalisis kualitas aplikasi … ulasan aplikasi …","0,069514",0,1,1,1.0,1,Relevan,,125,Matched
212,aplikasi android,Mobile Application,7,138,mobile application,Perancangan UI/UX Aplikasi Mobile Produk Fashion Pria pada Toko Celcius di Kota Manado Menggunakan Design Thinking,"… Mobile Aplikasi atau kata lainnya disebut aplikasi mobile merupakan aplikasi perangkat
lunak yang di aplikasinya ada di perangkat mobile seperti smartphone, tablet dan lain …","0,068152",0,1,0,1.0,1,Relevan,,112,Matched
213,aplikasi android,Mobile Application,8,128,mobile application,Penerapan metode design thinking dalam perancangan UI/UX aplikasi mobile SIPROPMAWA,"… (UI) sistem aplikasi berbasis mobile sangat penting karena hampir semua aplikasi mobile
memiliki … ketika menggunakan aplikasi tersebut. Pengembangan system akan berfokus pada …","0,068111",0,1,0,1.0,1,Relevan,,103,Matched
214,aplikasi android,Mobile Application,9,135,mobile application,Perancangan user experience aplikasi mobile Majuli menggunakan metode design thinking,"… aplikasi dan memberikan pengalaman yang meningkatkan keuntungan pada bisnis melalui
aplikasi[6]. Pada penelitian ini dilakukan perancangan user experience aplikasi mobile …","0,067542",0,1,1,1.0,1,Relevan,,110,Matched
215,aplikasi android,Mobile Application,10,147,mobile application,Analisis Penggunaan Aplikasi Mobile JKN dengan Metode EUCS,"… Dengan tingginya penggunaan terhadap aplikasi, maka … mengukur kualitas layanan Aplikasi
Mobile JKN menggunakan … bahwa kualitas layanan aplikasi Mobile JKN berada pada level …","0,06738",0,1,1,1.0,1,Relevan,,123,Matched
216,aplikasi android,Mobile Application,11,149,mobile application,Perancangan Ulang UI & UX Menggunakan Metode Design Thinking Pada Aplikasi Siakadu Mahasiswa Berbasis Mobile,"… yaitu mobile apps / aplikasi mobile. Aplikasi mobile juga biasa disebut dengan mobile
apps, yaitu istilah yang digunakan untuk medeskripsikan aplikasi internet yang berjalan …","0,065627",0,1,0,1.0,1,Relevan,,124,Matched
217,aplikasi android,Mobile Application,12,143,mobile application,Analisis persepsi konsumen terhadap penggunaan aplikasi Mobile JKN,"… Pembuatan Aplikasi Mobile JKN ini tujuannya adalah untuk … aplikasi Mobile JKN, tetapi
dalam perjalanan nya masih sangat minim sekali masyarakat yang mengakses aplikasi Mobile …","0,065082",0,1,0,1.0,1,Relevan,,119,Matched
218,aplikasi android,Mobile Application,13,145,mobile application,Penggunaan metode heuristic evaluation sebagai analisis evaluasi user interface dan user experience pada aplikasi bca mobile,"… mendapatkan peringkat tertinggi dalam kategori aplikasi mobile banking pada … aplikasi
mobile banking lainnya aplikasi BCA Mobile mendapat banyak kritik dari pengguna aplikasi …","0,064334",0,1,0,1.0,1,Relevan,,121,Matched
219,aplikasi android,Mobile Application,14,91,web application,Implementasi Aplikasi Kasir Berbasis Web pada Toko Ghafya Fruits Shop,"… Web adalah suatu layanan atau kumpulan halaman yang berisi informasi, iklan, serta program
aplikasi yang … adalah sebuah aplikasi pendukung untuk membuka software aplikasi web …","0,063729",0,0,0,1.0,0,Tidak Relevan,,167,Matched
220,aplikasi android,Mobile Application,15,80,web application,Analisis Keretanan Website Dengan Aplikasi Owasp Zap,"… dirancang khusus untuk menguji aplikasi web dan fleksibel serta dapat … dan aplikasi web
sehingga dapat mencegat dan memeriksa pesan yang dikirim antara browser dan aplikasi web…","0,063609",0,0,0,1.0,0,Tidak Relevan,,155,Matched
221,aplikasi android,Mobile Application,16,140,mobile application,Aplikasi Mobile JKN untuk Memudahkan Akses Pelayanan BPJS,"… penggunaan aplikasi di smart phone melalui aplikasi mobile JKN, penyedia layanan aplikasi
JKN telah … Fitur-fitur aplikasi mobile tersebut terdiri atas; (1). Fitur Peserta adalah fitur yang …","0,061353",0,1,0,0.0,0,Tidak Relevan,,115,Matched
222,aplikasi android,Mobile Application,17,89,web application,Penerapan Metode Waterfall Pada Aplikasi Reservasi Lapangan Futsal Berbasis Web,"… Hasil dari penelitian ini berupa sebuah aplikasi berbasis web yang … Aplikasi yang telah
dibuat dapat berjalan dengan baik. Kata Kunci: Aplikasi; Black Box; Penjadwalan; Waterfall; Web …","0,060513",0,0,0,0.0,0,Tidak Relevan,,164,Matched
223,aplikasi android,Mobile Application,18,148,mobile application,Aplikasi pembelajaran ilmu tajwid berbasis mobile,"… Tujuan dari penelitian ini adalah membuat aplikasi … Aplikasi pembelajaran ilmu tajwid
dirancang berdasarkan … Pengujian menggunakan metode black box testing menunjukan aplikasi …","0,05929",0,1,1,1.0,1,Relevan,,116,Matched
224,aplikasi android,Mobile Application,19,127,mobile application,Tren pengembangan aplikasi mobile: Sebuah tinjauan literatur,"… Pengembangan teknologi terhadap tren aplikasi mobile … tentang tren pengembangan
aplikasi mobile ini. Tujuan dari … digunakan dalam pengembangan aplikasi mobile di Indonesia …","0,057804",0,1,1,1.0,1,Relevan,,101,Matched
225,aplikasi android,Mobile Application,20,95,web application,Perancangan sistem aplikasi penjualan dan layanan jasa laundry sepatu berbasis website,"… sesuai dengan tujuan pembuatan aplikasi tersebut, aplikasi mempunyai arti yaitu pemecahan
… dalam pembangunan aplikasi pelayanan jasa Laundry pada ShoesLab berbasis web. …","0,05432",0,0,1,0.0,0,Tidak Relevan,,172,Matched
